user_id, campaign_id, resp_timestamp, resp_chnl
6,351,2021-04-02 00:00:00,SMS
8,170,2021-01-15 00:00:00,social
8,58,2020-11-09 00:00:00,social
8,419,2020-09-18 00:00:00,Phone
15,235,2021-12-25 00:00:00,SMS
16,221,2021-07-23 00:00:00,social
19,214,2021-05-18 00:00:00,Support
20,90,2020-12-07 00:00:00,social
23,11,2021-02-28 00:00:00,social
26,324,2021-06-19 00:00:00,Support
28,169,2021-07-25 00:00:00,SMS
30,154,2021-12-24 00:00:00,Support
32,305,2021-03-20 00:00:00,email
35,331,2021-01-14 00:00:00,Website
37,113,2021-10-11 00:00:00,social
37,158,2020-12-03 00:00:00,social
48,166,2021-07-21 00:00:00,SMS
52,108,2021-12-31 00:00:00,social
52,124,2021-05-18 00:00:00,social
53,183,2020-10-20 00:00:00,email
54,413,2021-06-11 00:00:00,social
55,279,2021-12-02 00:00:00,email
55,323,2021-03-07 00:00:00,email
57,85,2020-11-22 00:00:00,social
64,356,2021-10-29 00:00:00,Website
66,388,2020-11-09 00:00:00,Website
66,236,2020-11-12 00:00:00,email
66,76,2021-10-21 00:00:00,SMS
69,235,2020-09-08 00:00:00,email
80,322,2020-12-03 00:00:00,Website
82,41,2020-11-19 00:00:00,email
82,480,2021-06-09 00:00:00,Website
84,261,2021-05-13 00:00:00,email
84,466,2020-11-20 00:00:00,Support
89,45,2021-02-17 00:00:00,Website
90,279,2020-09-30 00:00:00,social
91,423,2020-11-23 00:00:00,email
93,243,2021-08-24 00:00:00,SMS
96,120,2021-11-23 00:00:00,email
103,467,2021-02-25 00:00:00,email
103,12,2021-10-06 00:00:00,Website
107,204,2020-11-08 00:00:00,social
108,52,2020-12-07 00:00:00,Website
108,162,2021-07-16 00:00:00,social
118,275,2021-01-23 00:00:00,Website
124,419,2021-06-18 00:00:00,social
128,147,2020-12-15 00:00:00,SMS
130,36,2021-02-20 00:00:00,Website
132,65,2021-01-12 00:00:00,Website
138,442,2021-12-20 00:00:00,social
139,68,2021-06-19 00:00:00,Website
140,229,2021-05-26 00:00:00,email
141,409,2021-01-21 00:00:00,social
146,80,2021-11-17 00:00:00,email
147,276,2021-02-10 00:00:00,social
147,453,2021-11-07 00:00:00,email
150,467,2021-08-03 00:00:00,Website
151,76,2020-10-29 00:00:00,email
157,240,2020-09-25 00:00:00,social
162,32,2021-07-08 00:00:00,Website
163,398,2020-11-09 00:00:00,Website
164,31,2021-05-29 00:00:00,Phone
164,292,2021-07-13 00:00:00,email
166,58,2021-10-15 00:00:00,social
166,168,2021-01-07 00:00:00,social
168,309,2021-12-10 00:00:00,Support
168,262,2020-12-23 00:00:00,Website
169,418,2021-06-28 00:00:00,Support
170,155,2021-11-23 00:00:00,Website
173,269,2021-01-31 00:00:00,social
174,81,2021-08-29 00:00:00,SMS
177,57,2021-02-25 00:00:00,Website
177,461,2021-05-23 00:00:00,SMS
179,239,2021-09-28 00:00:00,Website
190,181,2021-05-11 00:00:00,social
190,456,2020-09-18 00:00:00,social
191,381,2021-11-03 00:00:00,Website
195,36,2021-10-10 00:00:00,email
195,94,2021-02-02 00:00:00,Support
197,438,2021-01-13 00:00:00,SMS
198,170,2020-09-07 00:00:00,email
200,364,2020-12-21 00:00:00,social
200,439,2021-10-03 00:00:00,SMS
203,99,2021-05-12 00:00:00,social
206,185,2021-02-06 00:00:00,social
207,320,2020-11-08 00:00:00,Support
207,233,2021-08-25 00:00:00,Website
208,74,2021-12-20 00:00:00,Website
209,208,2021-05-27 00:00:00,email
209,135,2020-12-02 00:00:00,social
210,118,2020-12-12 00:00:00,email
210,442,2021-04-21 00:00:00,social
210,411,2021-06-09 00:00:00,Support
216,366,2020-09-18 00:00:00,social
217,80,2021-02-22 00:00:00,email
218,131,2020-11-01 00:00:00,social
225,131,2020-09-29 00:00:00,email
226,205,2021-05-06 00:00:00,Website
226,6,2021-11-13 00:00:00,email
231,403,2021-04-28 00:00:00,Website
231,316,2021-09-26 00:00:00,email
235,131,2021-02-22 00:00:00,email
235,281,2021-01-30 00:00:00,Support
239,69,2021-03-02 00:00:00,social
239,36,2021-07-20 00:00:00,email
241,163,2021-04-22 00:00:00,email
242,233,2021-09-10 00:00:00,email
244,61,2020-12-08 00:00:00,Website
244,312,2021-11-26 00:00:00,Website
251,321,2020-10-31 00:00:00,Website
251,422,2021-09-12 00:00:00,email
256,369,2021-05-28 00:00:00,Support
261,366,2021-02-03 00:00:00,email
262,396,2021-04-22 00:00:00,Support
263,123,2021-01-18 00:00:00,social
266,249,2020-10-16 00:00:00,Support
266,128,2021-03-20 00:00:00,Website
277,349,2021-04-06 00:00:00,Website
278,174,2021-08-30 00:00:00,Website
280,297,2020-11-05 00:00:00,social
281,312,2021-08-14 00:00:00,email
281,273,2021-04-14 00:00:00,social
281,23,2021-06-12 00:00:00,social
283,275,2021-06-05 00:00:00,Website
288,470,2021-01-05 00:00:00,SMS
290,418,2021-11-11 00:00:00,Support
292,37,2021-12-05 00:00:00,social
301,269,2021-10-21 00:00:00,Website
306,335,2020-10-02 00:00:00,Support
308,276,2021-03-31 00:00:00,SMS
312,84,2021-03-02 00:00:00,Website
315,165,2020-11-29 00:00:00,Support
317,206,2021-07-27 00:00:00,email
317,146,2021-02-01 00:00:00,SMS
317,244,2020-10-15 00:00:00,social
320,136,2021-01-08 00:00:00,Support
320,273,2021-04-27 00:00:00,social
321,392,2021-11-06 00:00:00,Website
324,89,2020-12-29 00:00:00,social
324,457,2021-11-07 00:00:00,SMS
325,114,2021-03-25 00:00:00,social
325,21,2020-12-08 00:00:00,email
325,334,2021-12-01 00:00:00,social
326,277,2021-02-06 00:00:00,social
327,470,2021-01-12 00:00:00,email
328,176,2021-04-29 00:00:00,Support
334,180,2021-11-14 00:00:00,email
334,309,2021-05-30 00:00:00,social
334,399,2021-01-04 00:00:00,Support
339,317,2020-10-18 00:00:00,Website
342,69,2020-09-13 00:00:00,email
345,250,2021-10-13 00:00:00,Website
347,312,2020-12-07 00:00:00,SMS
348,171,2021-10-13 00:00:00,Support
350,222,2021-09-22 00:00:00,social
355,292,2021-09-15 00:00:00,social
355,112,2021-09-19 00:00:00,social
356,246,2020-10-22 00:00:00,social
359,197,2020-11-29 00:00:00,social
359,19,2021-08-16 00:00:00,email
361,149,2021-04-04 00:00:00,email
365,409,2021-01-07 00:00:00,Website
368,476,2020-11-06 00:00:00,email
369,19,2021-01-23 00:00:00,Chat
369,35,2021-09-20 00:00:00,social
375,95,2021-06-23 00:00:00,social
375,246,2021-05-10 00:00:00,social
376,330,2021-02-27 00:00:00,Website
382,266,2021-02-19 00:00:00,Website
390,101,2021-04-24 00:00:00,Support
391,452,2021-03-26 00:00:00,social
394,199,2021-09-20 00:00:00,social
394,444,2021-01-23 00:00:00,email
396,30,2020-09-24 00:00:00,email
403,179,2021-05-28 00:00:00,Support
403,32,2021-09-28 00:00:00,SMS
409,3,2021-12-18 00:00:00,email
410,110,2021-05-26 00:00:00,social
415,134,2020-11-18 00:00:00,Phone
415,261,2021-03-13 00:00:00,Website
416,449,2021-03-22 00:00:00,social
420,74,2021-08-20 00:00:00,social
428,114,2021-09-23 00:00:00,social
429,434,2021-07-16 00:00:00,social
430,252,2020-10-15 00:00:00,Website
430,83,2021-10-15 00:00:00,email
435,25,2021-04-26 00:00:00,social
439,127,2021-05-30 00:00:00,Website
439,287,2021-06-13 00:00:00,social
442,257,2020-10-09 00:00:00,Support
444,158,2021-11-07 00:00:00,SMS
444,59,2021-07-19 00:00:00,social
445,56,2021-02-14 00:00:00,Website
447,408,2021-07-11 00:00:00,social
449,353,2021-09-08 00:00:00,social
450,308,2021-06-24 00:00:00,Support
450,69,2021-07-23 00:00:00,Phone
453,393,2021-05-28 00:00:00,Phone
458,115,2021-12-04 00:00:00,Website
458,8,2021-05-24 00:00:00,Website
462,78,2021-11-07 00:00:00,social
467,360,2021-09-11 00:00:00,email
467,357,2020-12-18 00:00:00,email
469,153,2021-04-19 00:00:00,social
469,112,2021-07-17 00:00:00,social
472,114,2021-03-22 00:00:00,Support
473,209,2021-09-17 00:00:00,email
476,356,2021-07-24 00:00:00,social
480,209,2021-11-21 00:00:00,social
481,96,2020-11-02 00:00:00,social
481,251,2021-07-28 00:00:00,social
482,13,2020-12-04 00:00:00,SMS
485,244,2021-06-02 00:00:00,Phone
490,66,2021-05-15 00:00:00,Website
491,261,2021-10-14 00:00:00,email
492,367,2021-01-01 00:00:00,Support
493,66,2021-04-03 00:00:00,email
496,199,2021-09-21 00:00:00,Website
497,107,2021-09-04 00:00:00,social
500,335,2020-11-10 00:00:00,email
503,275,2020-11-21 00:00:00,email
505,434,2021-04-24 00:00:00,social
506,420,2021-07-22 00:00:00,SMS
506,75,2020-12-16 00:00:00,social
506,144,2021-04-30 00:00:00,social
510,464,2021-02-03 00:00:00,SMS
511,202,2020-12-23 00:00:00,SMS
511,267,2020-09-11 00:00:00,Website
512,34,2021-06-13 00:00:00,Website
514,453,2021-07-31 00:00:00,Website
518,296,2020-12-19 00:00:00,Website
521,312,2020-11-06 00:00:00,Website
522,343,2021-05-22 00:00:00,social
523,204,2021-09-02 00:00:00,social
523,210,2021-08-08 00:00:00,email
524,159,2021-09-18 00:00:00,email
528,77,2020-12-06 00:00:00,email
528,25,2021-08-05 00:00:00,Website
532,266,2021-01-09 00:00:00,email
532,201,2021-09-15 00:00:00,Website
534,418,2021-05-02 00:00:00,SMS
549,404,2020-12-11 00:00:00,social
549,7,2021-12-12 00:00:00,email
553,455,2021-12-27 00:00:00,social
554,233,2021-07-24 00:00:00,social
556,183,2021-12-11 00:00:00,Support
560,202,2021-10-22 00:00:00,social
562,470,2021-12-13 00:00:00,social
563,170,2021-06-29 00:00:00,social
569,99,2021-01-18 00:00:00,Website
569,450,2021-07-09 00:00:00,email
571,16,2021-10-03 00:00:00,email
573,212,2020-12-15 00:00:00,social
575,437,2021-10-01 00:00:00,social
576,12,2021-10-19 00:00:00,SMS
579,101,2020-10-19 00:00:00,email
579,428,2020-12-06 00:00:00,email
579,59,2021-09-09 00:00:00,social
583,22,2021-05-20 00:00:00,Support
588,235,2021-10-22 00:00:00,Website
588,207,2020-10-27 00:00:00,social
597,404,2020-09-02 00:00:00,social
601,27,2021-05-15 00:00:00,Support
603,196,2020-12-21 00:00:00,SMS
603,216,2021-05-06 00:00:00,Website
605,185,2021-08-03 00:00:00,Website
607,322,2021-07-14 00:00:00,social
608,59,2020-12-22 00:00:00,Website
610,38,2020-10-16 00:00:00,email
611,91,2021-03-13 00:00:00,Website
613,477,2020-12-12 00:00:00,SMS
616,159,2021-07-15 00:00:00,social
617,242,2020-12-25 00:00:00,Website
619,395,2021-02-21 00:00:00,SMS
619,347,2021-03-04 00:00:00,social
625,216,2020-10-13 00:00:00,social
626,378,2021-10-25 00:00:00,SMS
627,104,2021-08-13 00:00:00,email
629,210,2021-06-09 00:00:00,social
629,455,2020-09-20 00:00:00,Website
630,156,2021-04-23 00:00:00,Website
633,321,2020-12-06 00:00:00,Website
634,419,2021-09-03 00:00:00,social
636,188,2021-01-14 00:00:00,social
638,293,2021-11-04 00:00:00,Website
644,130,2021-05-28 00:00:00,social
644,12,2021-08-27 00:00:00,Phone
645,466,2021-11-02 00:00:00,email
647,297,2021-11-05 00:00:00,Website
647,182,2021-03-29 00:00:00,Website
649,376,2021-12-11 00:00:00,social
651,75,2021-09-07 00:00:00,Website
651,71,2020-12-13 00:00:00,Website
653,95,2020-11-01 00:00:00,social
655,72,2020-12-22 00:00:00,Support
656,346,2021-09-29 00:00:00,Website
656,206,2020-11-15 00:00:00,Website
658,399,2021-11-10 00:00:00,Website
662,215,2021-04-26 00:00:00,email
663,423,2021-12-22 00:00:00,SMS
665,465,2020-11-07 00:00:00,email
666,65,2021-10-03 00:00:00,Website
669,338,2020-10-25 00:00:00,Phone
671,234,2021-08-17 00:00:00,Website
671,110,2021-11-02 00:00:00,social
675,114,2020-10-05 00:00:00,Website
675,58,2021-03-03 00:00:00,SMS
676,9,2021-03-04 00:00:00,Website
677,168,2020-09-15 00:00:00,Website
681,313,2020-12-26 00:00:00,Phone
684,219,2021-12-31 00:00:00,Phone
686,58,2021-12-12 00:00:00,Website
688,449,2021-05-29 00:00:00,SMS
694,15,2021-02-08 00:00:00,Website
700,413,2021-02-18 00:00:00,social
701,236,2020-11-11 00:00:00,Support
701,294,2021-09-10 00:00:00,social
701,80,2021-02-18 00:00:00,social
705,363,2021-10-29 00:00:00,Website
708,167,2020-10-27 00:00:00,social
712,341,2021-05-31 00:00:00,SMS
716,244,2021-09-16 00:00:00,social
717,229,2021-01-03 00:00:00,social
722,268,2021-01-20 00:00:00,email
724,173,2021-06-04 00:00:00,social
725,37,2021-03-04 00:00:00,Website
726,204,2021-11-12 00:00:00,Website
729,369,2020-12-28 00:00:00,social
729,343,2021-01-24 00:00:00,Website
731,190,2021-10-03 00:00:00,email
731,356,2021-04-15 00:00:00,Website
733,182,2021-08-26 00:00:00,email
733,422,2021-07-15 00:00:00,social
743,190,2020-09-25 00:00:00,social
747,50,2021-03-04 00:00:00,social
748,4,2021-05-27 00:00:00,email
750,5,2021-08-22 00:00:00,email
752,287,2021-05-30 00:00:00,social
752,107,2021-05-14 00:00:00,Website
761,17,2020-12-15 00:00:00,social
765,68,2021-10-31 00:00:00,Website
766,27,2021-12-27 00:00:00,SMS
767,209,2021-09-21 00:00:00,Support
769,388,2020-12-18 00:00:00,email
772,9,2021-02-04 00:00:00,Chat
776,481,2021-05-18 00:00:00,Support
781,444,2021-11-28 00:00:00,Support
782,196,2021-08-08 00:00:00,social
784,79,2021-05-16 00:00:00,email
785,105,2021-02-25 00:00:00,Website
786,170,2021-03-14 00:00:00,social
790,156,2021-10-06 00:00:00,social
790,208,2021-05-11 00:00:00,Chat
792,464,2020-11-03 00:00:00,SMS
794,219,2020-11-19 00:00:00,Website
796,105,2021-02-09 00:00:00,email
797,221,2021-09-08 00:00:00,social
798,96,2021-12-21 00:00:00,Website
802,62,2021-05-23 00:00:00,email
804,242,2021-01-31 00:00:00,Website
809,205,2021-04-07 00:00:00,email
811,4,2021-07-10 00:00:00,SMS
818,323,2021-11-30 00:00:00,social
818,285,2020-11-13 00:00:00,Website
819,293,2020-09-29 00:00:00,social
820,345,2021-06-06 00:00:00,Website
820,284,2021-03-04 00:00:00,social
821,430,2020-12-17 00:00:00,SMS
822,165,2021-07-30 00:00:00,Phone
824,73,2020-10-17 00:00:00,Website
824,107,2021-01-12 00:00:00,social
825,440,2021-10-12 00:00:00,Support
825,300,2021-05-14 00:00:00,Website
839,362,2021-05-18 00:00:00,email
842,139,2021-04-24 00:00:00,SMS
843,254,2021-09-01 00:00:00,Website
847,36,2020-12-22 00:00:00,Support
849,376,2021-04-18 00:00:00,SMS
850,155,2020-10-30 00:00:00,Website
852,311,2021-07-24 00:00:00,Website
858,292,2021-06-24 00:00:00,social
858,11,2020-10-13 00:00:00,SMS
862,276,2021-06-20 00:00:00,email
864,85,2021-08-28 00:00:00,Website
867,464,2021-02-08 00:00:00,social
869,404,2020-09-25 00:00:00,Website
869,123,2021-09-12 00:00:00,SMS
870,361,2021-10-20 00:00:00,social
871,341,2021-04-14 00:00:00,social
873,309,2021-01-04 00:00:00,email
874,181,2020-12-20 00:00:00,email
876,352,2021-12-08 00:00:00,Website
876,113,2020-11-04 00:00:00,Website
878,7,2021-10-21 00:00:00,social
885,36,2021-10-05 00:00:00,Website
886,344,2021-04-13 00:00:00,SMS
891,347,2021-06-13 00:00:00,email
891,89,2021-03-06 00:00:00,Website
891,388,2021-11-26 00:00:00,email
891,471,2020-11-14 00:00:00,social
898,91,2021-05-25 00:00:00,social
898,370,2021-10-15 00:00:00,Phone
901,156,2020-11-16 00:00:00,Chat
903,103,2020-11-02 00:00:00,social
906,46,2021-09-18 00:00:00,social
910,148,2020-10-11 00:00:00,social
911,159,2021-06-06 00:00:00,email
911,462,2021-11-21 00:00:00,social
914,278,2021-06-18 00:00:00,email
914,103,2021-04-20 00:00:00,Support
919,43,2020-12-10 00:00:00,email
920,212,2021-10-21 00:00:00,social
922,452,2020-10-09 00:00:00,SMS
927,110,2021-01-01 00:00:00,email
929,339,2021-03-10 00:00:00,Support
930,335,2021-05-02 00:00:00,social
931,277,2021-03-08 00:00:00,social
940,87,2021-12-10 00:00:00,Support
941,165,2021-09-05 00:00:00,social
944,119,2021-11-25 00:00:00,Website
947,296,2021-10-31 00:00:00,email
947,347,2020-11-12 00:00:00,social
952,14,2021-10-19 00:00:00,social
953,319,2020-09-05 00:00:00,Website
957,281,2020-12-26 00:00:00,email
959,271,2021-04-27 00:00:00,Website
961,193,2021-06-11 00:00:00,email
961,149,2020-11-13 00:00:00,social
961,481,2021-06-29 00:00:00,social
961,2,2020-10-12 00:00:00,social
964,368,2021-07-18 00:00:00,Phone
964,315,2021-10-16 00:00:00,social
968,27,2021-06-22 00:00:00,Support
970,91,2021-06-15 00:00:00,social
970,217,2021-02-19 00:00:00,email
973,156,2021-08-26 00:00:00,email
977,285,2021-09-18 00:00:00,social
977,103,2021-11-28 00:00:00,email
978,33,2021-03-01 00:00:00,email
980,338,2021-05-17 00:00:00,Website
981,427,2021-10-14 00:00:00,SMS
983,460,2021-03-12 00:00:00,Website
993,262,2021-04-28 00:00:00,email
1000,169,2021-01-24 00:00:00,Website
1001,396,2021-09-19 00:00:00,Support
1001,35,2021-08-12 00:00:00,SMS
1002,386,2021-06-05 00:00:00,social
1006,301,2021-05-12 00:00:00,email
1009,287,2021-12-09 00:00:00,social
1009,36,2021-04-05 00:00:00,Website
1012,213,2021-03-05 00:00:00,social
1012,5,2021-01-24 00:00:00,Support
1013,41,2021-12-26 00:00:00,Website
1013,21,2021-08-27 00:00:00,social
1014,452,2021-11-14 00:00:00,email
1014,21,2021-10-03 00:00:00,Website
1016,378,2020-12-21 00:00:00,Website
1017,103,2021-01-05 00:00:00,email
1017,263,2020-10-22 00:00:00,social
1018,133,2021-12-02 00:00:00,Website
1020,290,2021-02-08 00:00:00,social
1027,202,2021-10-23 00:00:00,email
1031,394,2021-05-16 00:00:00,Website
1037,155,2021-07-08 00:00:00,social
1047,305,2021-09-25 00:00:00,Support
1050,66,2021-07-03 00:00:00,email
1052,411,2021-10-24 00:00:00,Website
1052,384,2021-08-17 00:00:00,SMS
1053,13,2021-07-02 00:00:00,Website
1053,53,2020-12-22 00:00:00,Phone
1058,375,2020-12-22 00:00:00,email
1065,202,2021-06-25 00:00:00,social
1065,183,2021-06-22 00:00:00,social
